종별,날짜,true_label,is_true_anomaly,ours_flag,baseline_flag,if_score_eval,ae_score_eval,총사용량
주택용,2023-09-16,normal,0,0,0,-0.03265776,0.0015075187,0.6399999260902405
주택용,2023-07-29,normal,0,0,0,-0.09353113,0.00077124685,1.119999885559082
주택용,2025-12-22,normal,0,0,0,-0.18052784,8.104268e-05,5.840000152587891
주택용,2023-02-02,normal,0,1,0,-0.16335048,4.4004162e-05,23.32000160217285
주택용,2024-08-29,normal,0,0,0,-0.061722983,0.0008822297,0.7999998927116394
주택용,2025-06-01,normal,0,0,0,-0.103009656,0.0008552843,1.119999885559082
주택용,2025-08-15,normal,0,0,0,-0.113142416,0.0007864311,1.119999885559082
주택용,2022-01-23,normal,0,0,0,-0.17438115,8.781126e-05,4.800000190734863
주택용,2025-05-19,normal,0,0,0,-0.18469524,7.580205e-05,0.6899998188018799
주택용,2022-12-21,normal,0,0,0,-0.18598711,3.1731575e-05,10.59000015258789
주택용,2023-11-19,normal,0,0,1,-0.17410871,9.6726326e-05,6.400000095367432
주택용,2023-04-21,normal,0,0,0,-0.058620237,0.0005133686,10.920001029968262
주택용,2024-02-06,normal,0,0,0,-0.18980975,3.353092e-05,9.930000305175781
주택용,2023-10-23,normal,0,0,0,-0.14504367,0.00033795484,1.9700000286102295
주택용,2025-10-03,normal,0,0,0,-0.020756412,0.0029718343,0.559999942779541
주택용,2021-08-03,normal,0,0,0,-0.027899176,0.00082071807,0.7999998927116394
주택용,2021-01-13,normal,0,0,0,-0.15974513,4.4254983e-05,10.65999984741211
주택용,2025-06-02,normal,0,0,0,-0.15097877,0.00031975412,1.440000057220459
주택용,2021-07-11,normal,0,0,0,-0.10233284,0.0011015839,1.119999885559082
주택용,2024-04-22,normal,0,1,0,-0.1671416,0.0001764106,4.249999523162842
주택용,2025-02-20,normal,0,0,0,-0.16134344,9.077761e-05,13.239999771118164
주택용,2022-12-30,normal,0,0,0,-0.1830046,9.0614056e-05,8.010000228881836
주택용,2025-08-03,normal,0,0,0,-0.042953596,0.001750554,0.6399999260902405
주택용,2024-05-01,normal,0,0,1,-0.1408871,0.00013079135,4.4200005531311035
주택용,2021-11-01,normal,0,0,1,-0.16178434,0.00015185006,2.7300004959106445
주택용,2023-10-17,normal,0,1,1,-0.14871307,0.00028321845,4.420000076293945
주택용,2024-01-15,normal,0,0,0,-0.18941285,4.519409e-05,9.489999771118164
주택용,2021-10-10,normal,0,0,0,-0.14513741,0.00023185746,2.0400002002716064
주택용,2023-04-03,normal,0,1,0,-0.17385465,7.921611e-05,4.5
주택용,2025-07-25,normal,0,0,0,-0.16387342,0.00023016638,0.3199999928474426
주택용,2024-05-31,normal,0,1,1,-0.14120468,0.0004666405,0.24000002443790436
주택용,2022-01-19,normal,0,1,0,-0.12591372,8.6245236e-05,24.489999771118164
주택용,2023-08-30,normal,0,0,0,-0.12035314,0.0006925741,1.1999999284744263
주택용,2022-11-16,normal,0,1,0,-0.16528578,6.497579e-05,12.760000228881836
주택용,2025-07-18,normal,0,0,0,-0.1282678,0.0006101238,1.1999999284744263
주택용,2025-01-01,normal,0,0,0,-0.105442435,8.1331214e-05,0.8899999260902405
주택용,2024-03-14,normal,0,0,0,-0.17547004,9.9898374e-05,3.5899996757507324
주택용,2021-03-23,normal,0,0,1,-0.16924648,0.00013468174,4.010000228881836
주택용,2023-07-11,normal,0,0,1,-0.16142179,0.00016206183,3.2300002574920654
주택용,2025-07-29,normal,0,0,0,-0.08558585,0.0011170036,1.0399998426437378
주택용,2023-04-06,normal,0,1,0,-0.19446741,3.702699e-05,5.260000228881836
주택용,2025-04-29,normal,0,0,0,-0.15545718,0.00028430703,2.9000000953674316
주택용,2025-09-05,normal,0,0,1,-0.09098074,0.00094217923,0.18000002205371857
주택용,2025-02-10,normal,0,0,1,-0.14984141,6.774268e-05,25.970001220703125
주택용,2025-12-02,normal,0,0,0,-0.16768293,9.0322465e-05,5.269999980926514
주택용,2021-01-19,normal,0,0,1,-0.18410663,8.0485064e-05,3.630000114440918
주택용,2024-06-15,normal,0,1,1,-0.12481413,0.00036565887,2.120000123977661
주택용,2025-11-26,normal,0,0,0,-0.19046007,4.068618e-05,8.40999984741211
주택용,2025-02-22,normal,0,1,0,-0.152248,3.9988216e-05,24.540000915527344
주택용,2022-05-20,normal,0,0,0,-0.106079556,0.00065090455,1.119999885559082
주택용,2024-02-25,normal,0,0,0,-0.17637348,2.9011235e-05,11.40999984741211
주택용,2025-09-10,normal,0,0,0,-0.118488654,0.00087906676,1.0399998426437378
주택용,2023-03-10,normal,0,0,1,-0.12841861,0.0003471683,1.5300002098083496
주택용,2023-07-14,normal,0,0,1,-0.041332755,0.0020305298,0.16999998688697815
주택용,2023-04-12,normal,0,1,0,-0.18427373,6.628441e-05,3.760000467300415
주택용,2024-12-17,normal,0,0,0,-0.16979323,5.8543428e-05,14.129999160766602
주택용,2024-05-24,normal,0,0,0,-0.17284697,0.00021457607,2.580000400543213
주택용,2024-03-04,normal,0,0,0,-0.1701832,0.0001352794,9.020000457763672
주택용,2025-11-13,normal,0,0,0,-0.18355513,1.7508777e-05,7.260000228881836
주택용,2021-10-18,normal,0,1,1,-0.12771489,0.000121636775,6.829999923706055
주택용,2023-10-29,normal,0,0,0,-0.14016654,0.0002876362,0.3100000023841858
주택용,2022-08-05,normal,0,0,1,-0.050488506,0.0013085109,0.6399999260902405
주택용,2021-06-21,normal,0,0,0,-0.14326853,0.00036855318,1.7100000381469727
주택용,2024-11-09,normal,0,0,0,-0.17527269,6.155887e-05,6.669999599456787
주택용,2023-11-24,normal,0,1,1,-0.17189763,6.177715e-05,1.4300001859664917
주택용,2023-07-19,normal,0,0,0,-0.17741269,0.00016543338,3.070000410079956
주택용,2025-02-09,normal,0,0,1,-0.16208407,4.679451e-05,10.170000076293945
주택용,2024-01-10,normal,0,1,0,-0.09476712,0.0005258072,3.3299999237060547
주택용,2024-07-27,normal,0,0,0,-0.14900361,0.00033148783,2.0400002002716064
주택용,2023-10-31,normal,0,0,0,-0.1439722,0.00026664298,2.4900002479553223
주택용,2025-04-16,normal,0,1,0,-0.16346751,0.00017173465,7.680000305175781
